Progress,RespondentID,Age,Gender,Region,Languages_excluding_Spanish,Num_Additional_Languages,trill,Speaker,fem,nice,conf,class,urban,edu,age,predictedOrigin
100,40,25,male,Loja,English,1,1,F2,5,4,5,3,4,1,3,Loja
100,40,25,male,Loja,English,1,0,M2,5,6,5,5,5,3,3,Quito
100,40,25,male,Loja,English,1,1,F1,5,5,4,5,5,3,3,Loja
100,40,25,male,Loja,English,1,0,M1,5,5,6,6,6,3,3,Cuenca
100,40,25,male,Loja,English,1,0,F1,5,4,5,5,5,3,3,Loja
100,40,25,male,Loja,English,1,1,M2,6,5,6,5,5,3,4,Cuenca
100,40,25,male,Loja,English,1,1,M1,5,5,5,5,5,3,3,Quito
100,40,25,male,Loja,English,1,0,F2,4,3,4,3,3,2,3,Loja
100,41,20,female,Loja,,0,1,F2,1,1,1,1,1,3,2,Quito
100,41,20,female,Loja,,0,0,M2,6,6,6,4,5,2,4,Loja
100,41,20,female,Loja,,0,1,F1,4,4,4,3,6,2,4,Loja
100,41,20,female,Loja,,0,0,M1,4,5,3,4,6,3,3,Cuenca
100,41,20,female,Loja,,0,0,F1,4,3,4,3,3,2,4,Other
100,41,20,female,Loja,,0,1,M2,6,5,6,4,6,3,4,Loja
100,41,20,female,Loja,,0,1,M1,5,5,4,5,5,3,3,Cuenca
100,41,20,female,Loja,,0,0,F2,4,5,5,3,3,3,3,Quito
100,42,21,male,Loja,,0,1,F2,5,3,3,3,3,2,2,Quito
100,42,21,male,Loja,,0,0,M2,5,4,4,5,5,2,3,Quito
100,42,21,male,Loja,,0,1,F1,4,4,4,4,5,3,3,Loja
100,42,21,male,Loja,,0,0,M1,4,4,4,3,5,2,2,Quito
100,42,21,male,Loja,,0,0,F1,5,5,5,5,5,3,4,Loja
100,42,21,male,Loja,,0,1,M2,4,5,4,5,5,2,4,Quito
100,42,21,male,Loja,,0,1,M1,4,5,5,5,6,2,3,Loja
100,42,21,male,Loja,,0,0,F2,4,5,4,3,3,1,3,Loja
100,43,25,male,Loja,,0,1,F2,6,5,4,6,6,4,3,Other
100,43,25,male,Loja,,0,0,M2,5,4,3,3,3,3,5,Cuenca
100,43,25,male,Loja,,0,1,F1,5,2,3,4,5,2,2,Other
100,43,25,male,Loja,,0,0,M1,5,5,6,5,6,5,4,Loja
100,43,25,male,Loja,,0,0,F1,3,5,4,3,3,3,3,Cuenca
100,43,25,male,Loja,,0,1,M2,5,5,6,4,6,3,3,Cuenca
100,43,25,male,Loja,,0,1,M1,6,4,6,6,6,4,4,Loja
100,43,25,male,Loja,,0,0,F2,3,3,4,5,2,2,2,Quito
100,44,22,male,Quito,English,1,1,F2,6,6,6,5,6,4,2,Cuenca
100,44,22,male,Quito,English,1,0,M2,6,6,6,6,4,3,3,Cuenca
100,44,22,male,Quito,English,1,1,F1,6,6,6,6,6,3,3,Cuenca
100,44,22,male,Quito,English,1,0,M1,6,6,5,4,5,2,2,Cuenca
100,44,22,male,Quito,English,1,0,F1,6,6,6,6,6,3,4,Cuenca
100,44,22,male,Quito,English,1,1,M2,6,6,6,6,5,3,2,Cuenca
100,44,22,male,Quito,English,1,1,M1,6,6,6,6,6,4,2,Quito
100,44,22,male,Quito,English,1,0,F2,6,6,6,4,4,2,3,Loja
100,45,41,female,Coast,English,1,1,F2,5,5,5,4,4,2,4,Quito
100,45,41,female,Coast,English,1,0,M2,6,6,6,5,5,4,3,Loja
100,45,41,female,Coast,English,1,1,F1,5,5,5,4,4,3,4,Cuenca
100,45,41,female,Coast,English,1,0,M1,6,6,6,5,5,4,4,Loja
100,45,41,female,Coast,English,1,0,F1,6,6,6,5,5,3,5,Cuenca
100,45,41,female,Coast,English,1,1,M2,6,6,6,5,5,3,3,Loja
100,45,41,female,Coast,English,1,1,M1,6,4,5,5,5,4,3,Loja
100,45,41,female,Coast,English,1,0,F2,4,4,4,3,3,2,3,Other
100,46,21,female,Loja,English,1,1,F2,4,4,5,4,3,3,3,Other
100,46,21,female,Loja,English,1,0,M2,4,4,4,4,4,3,4,Quito
100,46,21,female,Loja,English,1,1,F1,5,5,5,5,5,3,4,Loja
100,46,21,female,Loja,English,1,0,M1,4,4,4,4,3,2,2,Other
100,46,21,female,Loja,English,1,0,F1,4,4,5,3,3,2,4,Cuenca
100,46,21,female,Loja,English,1,1,M2,5,5,5,5,6,4,4,Quito
100,46,21,female,Loja,English,1,1,M1,4,4,5,5,5,3,2,Loja
100,46,21,female,Loja,English,1,0,F2,4,4,4,3,1,4,3,Quito
100,47,22,female,Loja,,0,1,F2,6,4,6,4,3,2,3,Quito
100,47,22,female,Loja,,0,0,M2,6,4,2,3,3,2,3,Loja
100,47,22,female,Loja,,0,1,F1,5,5,6,5,6,3,4,Quito
100,47,22,female,Loja,,0,0,M1,6,5,6,5,6,4,3,Quito
100,47,22,female,Loja,,0,0,F1,2,4,6,5,6,3,4,Quito
100,47,22,female,Loja,,0,1,M2,6,4,1,3,4,2,2,Loja
100,47,22,female,Loja,,0,1,M1,6,6,6,5,6,4,3,Loja
100,47,22,female,Loja,,0,0,F2,4,4,6,4,5,2,3,Quito
100,48,24,female,Loja,N/A,1,1,F2,2,3,2,2,2,1,3,Quito
100,48,24,female,Loja,N/A,1,0,M2,4,4,4,4,5,3,4,Loja
100,48,24,female,Loja,N/A,1,1,F1,3,3,3,3,3,2,3,Other
100,48,24,female,Loja,N/A,1,0,M1,5,4,4,4,5,3,2,Loja
100,48,24,female,Loja,N/A,1,0,F1,2,3,3,2,2,2,4,Loja
100,48,24,female,Loja,N/A,1,1,M2,4,4,4,4,4,3,4,Loja
100,48,24,female,Loja,N/A,1,1,M1,4,4,4,4,5,3,2,Loja
100,48,24,female,Loja,N/A,1,0,F2,2,3,3,2,2,2,3,Loja
100,49,21,male,Cuenca,English,1,1,F2,4,4,3,4,3,2,2,Other
100,49,21,male,Cuenca,English,1,0,M2,3,4,3,3,4,2,4,Cuenca
100,49,21,male,Cuenca,English,1,1,F1,3,3,3,4,4,3,4,Loja
100,49,21,male,Cuenca,English,1,0,M1,3,4,4,4,3,2,2,Cuenca
100,49,21,male,Cuenca,English,1,0,F1,3,3,4,4,4,3,4,Cuenca
100,49,21,male,Cuenca,English,1,1,M2,3,4,4,4,4,3,4,Cuenca
100,49,21,male,Cuenca,English,1,1,M1,3,4,4,4,4,2,3,Loja
100,49,21,male,Cuenca,English,1,0,F2,3,3,3,3,3,2,2,Other
100,50,24,male,Loja,,0,1,F2,5,4,3,2,2,2,3,Other
100,50,24,male,Loja,,0,0,M2,5,5,5,4,4,3,4,Quito
100,50,24,male,Loja,,0,1,F1,4,3,4,4,3,2,4,Other
100,50,24,male,Loja,,0,0,M1,5,5,4,3,4,3,4,Loja
100,50,24,male,Loja,,0,0,F1,4,4,3,4,4,2,5,Loja
100,50,24,male,Loja,,0,1,M2,5,4,4,3,3,3,4,Loja
100,50,24,male,Loja,,0,1,M1,5,4,5,4,4,3,4,Loja
100,50,24,male,Loja,,0,0,F2,3,3,3,2,2,2,3,Other
100,51,22,male,Quito,English,1,1,F2,3,3,3,3,2,2,3,Quito
100,51,22,male,Quito,English,1,0,M2,5,3,2,4,5,3,3,Loja
100,51,22,male,Quito,English,1,1,F1,3,4,3,2,3,2,4,Other
100,51,22,male,Quito,English,1,0,M1,4,5,5,2,2,2,3,Cuenca
100,51,22,male,Quito,English,1,0,F1,5,3,4,2,2,2,5,Other
100,51,22,male,Quito,English,1,1,M2,5,5,5,5,5,3,4,Quito
100,51,22,male,Quito,English,1,1,M1,5,5,3,5,4,3,3,Cuenca
100,51,22,male,Quito,English,1,0,F2,3,5,4,2,2,2,4,Cuenca
100,52,23,female,Loja,English,1,1,F2,1,1,1,2,2,1,2,Cuenca
100,52,23,female,Loja,English,1,0,M2,6,4,5,5,5,3,4,Cuenca
100,52,23,female,Loja,English,1,1,F1,5,4,5,5,6,4,5,Loja
100,52,23,female,Loja,English,1,0,M1,4,2,2,2,4,2,4,Cuenca
100,52,23,female,Loja,English,1,0,F1,2,3,1,4,1,3,4,Quito
100,52,23,female,Loja,English,1,1,M2,1,3,1,4,1,3,3,Quito
100,52,23,female,Loja,English,1,1,M1,6,4,5,5,6,4,2,Loja
100,52,23,female,Loja,English,1,0,F2,1,6,1,1,2,2,2,Other
100,53,24,male,Coast,,0,1,F2,4,4,3,3,3,2,2,Quito
100,53,24,male,Coast,,0,0,M2,5,4,3,4,4,2,3,Cuenca
100,53,24,male,Coast,,0,1,F1,4,5,2,3,3,2,5,Loja
100,53,24,male,Coast,,0,0,M1,4,3,4,4,4,3,3,Quito
100,53,24,male,Coast,,0,0,F1,4,4,2,3,3,2,5,Loja
100,53,24,male,Coast,,0,1,M2,5,4,4,3,4,3,4,Quito
100,53,24,male,Coast,,0,1,M1,5,4,4,4,4,3,3,Other
100,53,24,male,Coast,,0,0,F2,5,4,3,3,3,2,3,Quito
100,54,20,female,Loja,"English, Spanish",2,1,F2,4,4,6,4,5,4,2,Loja
100,54,20,female,Loja,"English, Spanish",2,0,M2,4,4,4,4,5,3,4,Loja
100,54,20,female,Loja,"English, Spanish",2,1,F1,4,4,4,3,4,3,3,Other
100,54,20,female,Loja,"English, Spanish",2,0,M1,5,4,4,3,5,3,2,Loja
100,54,20,female,Loja,"English, Spanish",2,0,F1,5,4,5,4,4,2,4,Other
100,54,20,female,Loja,"English, Spanish",2,1,M2,6,4,5,4,6,2,5,Other
100,54,20,female,Loja,"English, Spanish",2,1,M1,5,4,5,4,4,3,3,Loja
100,54,20,female,Loja,"English, Spanish",2,0,F2,4,6,6,6,3,2,4,Loja
100,55,35,female,Quito,"English, Portuguese",2,1,F2,4,4,3,3,4,2,3,Loja
100,55,35,female,Quito,"English, Portuguese",2,0,M2,5,5,5,5,5,3,4,Loja
100,55,35,female,Quito,"English, Portuguese",2,1,F1,4,4,4,4,4,3,4,Loja
100,55,35,female,Quito,"English, Portuguese",2,0,M1,5,4,3,4,4,3,3,Loja
100,55,35,female,Quito,"English, Portuguese",2,0,F1,3,5,3,3,3,2,4,Loja
100,55,35,female,Quito,"English, Portuguese",2,1,M2,5,3,3,4,2,3,4,Quito
100,55,35,female,Quito,"English, Portuguese",2,1,M1,5,4,4,4,5,4,4,Quito
100,55,35,female,Quito,"English, Portuguese",2,0,F2,3,3,2,4,3,2,3,Loja
100,56,21,female,Loja,,0,1,F2,3,2,2,2,2,1,3,Cuenca
100,56,21,female,Loja,,0,0,M2,5,5,5,4,5,2,3,Quito
100,56,21,female,Loja,,0,1,F1,4,3,3,3,2,1,3,Loja
100,56,21,female,Loja,,0,0,M1,3,4,3,3,2,1,3,Loja
100,56,21,female,Loja,,0,0,F1,2,1,3,3,4,2,3,Loja
100,56,21,female,Loja,,0,1,M2,4,3,5,4,3,3,4,Quito
100,56,21,female,Loja,,0,1,M1,4,5,4,3,4,2,3,Quito
100,56,21,female,Loja,,0,0,F2,3,2,3,2,1,2,2,Loja
100,57,42,male,Cuenca,English,1,1,F2,2,4,2,2,2,2,3,Other
100,57,42,male,Cuenca,English,1,0,M2,6,5,5,3,5,2,4,Other
100,57,42,male,Cuenca,English,1,1,F1,5,5,5,4,5,2,5,Loja
100,57,42,male,Cuenca,English,1,0,M1,6,4,4,4,5,3,4,Cuenca
100,57,42,male,Cuenca,English,1,0,F1,5,5,4,4,5,3,5,Loja
100,57,42,male,Cuenca,English,1,1,M2,6,5,5,4,6,2,4,Other
100,57,42,male,Cuenca,English,1,1,M1,6,5,5,4,6,3,3,Cuenca
100,57,42,male,Cuenca,English,1,0,F2,3,4,3,3,4,2,3,Other
100,58,29,female,Quito,English,1,1,F2,2,5,4,3,3,3,3,Loja
100,58,29,female,Quito,English,1,0,M2,6,4,5,5,5,3,4,Quito
100,58,29,female,Quito,English,1,1,F1,5,6,5,4,5,3,5,Quito
100,58,29,female,Quito,English,1,0,M1,2,4,2,3,3,2,2,Other
100,58,29,female,Quito,English,1,0,F1,3,5,5,5,6,3,4,Cuenca
100,58,29,female,Quito,English,1,1,M2,5,5,5,5,6,3,4,Quito
100,58,29,female,Quito,English,1,1,M1,2,3,2,4,2,2,2,Loja
100,58,29,female,Quito,English,1,0,F2,5,4,2,4,2,3,3,Loja
100,59,26,male,Coast,"Chinese, English, French, Italian",4,1,F2,3,4,5,3,5,2,2,Loja
100,59,26,male,Coast,"Chinese, English, French, Italian",4,0,M2,5,4,5,2,3,2,4,Other
100,59,26,male,Coast,"Chinese, English, French, Italian",4,1,F1,3,4,5,4,4,2,3,Loja
100,59,26,male,Coast,"Chinese, English, French, Italian",4,0,M1,5,5,5,5,4,3,2,Other
100,59,26,male,Coast,"Chinese, English, French, Italian",4,0,F1,4,4,4,2,3,2,3,Other
100,59,26,male,Coast,"Chinese, English, French, Italian",4,1,M2,4,4,4,2,4,2,4,Other
100,59,26,male,Coast,"Chinese, English, French, Italian",4,1,M1,4,4,4,5,5,3,2,Other
100,59,26,male,Coast,"Chinese, English, French, Italian",4,0,F2,2,5,5,3,3,2,3,Other
100,60,29,female,Loja,English,1,1,F2,3,3,2,3,3,2,3,Other
100,60,29,female,Loja,English,1,0,M2,4,4,4,4,4,3,3,Loja
100,60,29,female,Loja,English,1,1,F1,4,4,3,3,3,3,5,Loja
100,60,29,female,Loja,English,1,0,M1,5,5,5,5,5,3,3,Loja
100,60,29,female,Loja,English,1,0,F1,6,6,5,5,5,4,5,Quito
100,60,29,female,Loja,English,1,1,M2,5,4,4,4,4,3,4,Loja
100,60,29,female,Loja,English,1,1,M1,5,4,4,4,4,3,3,Loja
100,60,29,female,Loja,English,1,0,F2,3,3,3,2,2,2,3,Quito
100,61,25,female,Loja,,1,1,F2,2,4,3,2,2,3,3,Quito
100,61,25,female,Loja,,1,0,M2,4,4,4,6,4,3,4,Loja
100,61,25,female,Loja,,1,1,F1,3,4,4,4,4,2,4,Loja
100,61,25,female,Loja,,1,0,M1,6,5,5,5,5,3,3,Loja
100,61,25,female,Loja,,1,0,F1,6,5,5,5,5,3,5,Loja
100,61,25,female,Loja,,1,1,M2,4,4,4,5,5,3,4,Loja
100,61,25,female,Loja,,1,1,M1,4,4,5,4,5,3,3,Loja
100,61,25,female,Loja,,1,0,F2,3,5,4,2,2,3,3,Loja
100,62,32,male,Coast,"English, French",2,1,F2,3,3,6,4,4,3,2,Other
100,62,32,male,Coast,"English, French",2,0,M2,6,5,6,4,4,3,4,Quito
100,62,32,male,Coast,"English, French",2,1,F1,3,4,5,4,4,2,4,Loja
100,62,32,male,Coast,"English, French",2,0,M1,4,4,5,5,5,4,3,Cuenca
100,62,32,male,Coast,"English, French",2,0,F1,3,4,5,4,4,2,4,Loja
100,62,32,male,Coast,"English, French",2,1,M2,6,6,6,5,5,3,4,Quito
100,62,32,male,Coast,"English, French",2,1,M1,4,5,6,4,5,4,3,Quito
100,62,32,male,Coast,"English, French",2,0,F2,3,4,4,4,5,3,3,Quito
100,63,20,female,Coast,,0,1,F2,6,6,6,6,6,3,2,Quito
100,63,20,female,Coast,,0,0,M2,6,6,6,6,6,3,2,Loja
100,63,20,female,Coast,,0,1,F1,6,6,6,6,6,4,3,Loja
100,63,20,female,Coast,,0,0,M1,6,6,6,6,6,3,2,Cuenca
100,63,20,female,Coast,,0,0,F1,6,6,6,6,6,4,4,Loja
100,63,20,female,Coast,,0,1,M2,6,6,6,6,6,3,3,Loja
100,63,20,female,Coast,,0,1,M1,6,6,6,6,6,3,2,Loja
100,63,20,female,Coast,,0,0,F2,6,6,6,1,6,3,2,Quito
100,64,22,female,Loja,English,1,1,F2,5,5,5,4,5,4,2,Loja
100,64,22,female,Loja,English,1,0,M2,5,6,5,5,5,4,4,Loja
100,64,22,female,Loja,English,1,1,F1,3,5,4,3,3,3,4,Other
100,64,22,female,Loja,English,1,0,M1,5,5,3,4,4,3,2,Loja
100,64,22,female,Loja,English,1,0,F1,5,5,4,3,3,2,4,Cuenca
100,64,22,female,Loja,English,1,1,M2,5,5,4,4,5,3,4,Loja
100,64,22,female,Loja,English,1,1,M1,4,5,4,3,3,3,2,Loja
100,64,22,female,Loja,English,1,0,F2,5,5,4,4,3,3,3,Quito
100,65,23,female,Loja,English,1,1,F2,4,3,3,4,2,3,3,Quito
100,65,23,female,Loja,English,1,0,M2,4,2,5,3,1,3,2,Loja
100,65,23,female,Loja,English,1,1,F1,4,2,2,3,2,1,3,Cuenca
100,65,23,female,Loja,English,1,0,M1,1,4,2,4,2,3,2,Cuenca
100,65,23,female,Loja,English,1,0,F1,3,2,3,2,2,2,2,Cuenca
100,65,23,female,Loja,English,1,1,M2,3,4,4,4,4,2,3,Cuenca
100,65,23,female,Loja,English,1,1,M1,4,3,2,2,3,2,2,Cuenca
100,65,23,female,Loja,English,1,0,F2,3,3,3,2,2,2,2,Cuenca
100,66,21,female,Quito,English,1,1,F2,4,4,3,2,2,2,3,Other
100,66,21,female,Quito,English,1,0,M2,5,4,5,5,5,3,4,Quito
100,66,21,female,Quito,English,1,1,F1,4,4,2,2,2,1,3,Other
100,66,21,female,Quito,English,1,0,M1,3,3,4,4,4,3,2,Cuenca
100,66,21,female,Quito,English,1,0,F1,3,4,2,2,2,1,4,Loja
100,66,21,female,Quito,English,1,1,M2,6,4,5,4,4,2,3,Quito
100,66,21,female,Quito,English,1,1,M1,3,4,2,3,4,3,2,Cuenca
100,66,21,female,Quito,English,1,0,F2,4,4,3,3,3,2,2,Other
100,67,28,female,Cuenca,English,1,1,F2,4,4,3,3,3,2,2,Quito
100,67,28,female,Cuenca,English,1,0,M2,5,5,5,4,4,3,4,Cuenca
100,67,28,female,Cuenca,English,1,1,F1,5,3,4,5,5,3,4,Loja
100,67,28,female,Cuenca,English,1,0,M1,4,3,3,3,3,3,3,Cuenca
100,67,28,female,Cuenca,English,1,0,F1,5,3,3,4,4,3,3,Loja
100,67,28,female,Cuenca,English,1,1,M2,4,4,4,4,4,3,4,Other
100,67,28,female,Cuenca,English,1,1,M1,4,3,4,4,4,3,3,Cuenca
100,67,28,female,Cuenca,English,1,0,F2,4,4,3,3,3,2,2,Loja
100,68,23,female,Coast,,0,1,F2,1,2,2,2,2,3,3,Quito
100,68,23,female,Coast,,0,0,M2,4,2,5,5,6,2,4,Quito
100,68,23,female,Coast,,0,1,F1,5,4,3,1,1,1,5,Quito
100,68,23,female,Coast,,0,0,M1,5,4,5,1,1,3,3,Cuenca
100,68,23,female,Coast,,0,0,F1,5,5,3,3,3,3,6,Cuenca
100,68,23,female,Coast,,0,1,M2,3,3,4,3,4,3,4,Loja
100,68,23,female,Coast,,0,1,M1,3,3,4,3,3,3,3,Cuenca
100,68,23,female,Coast,,0,0,F2,5,3,4,4,4,3,2,Quito
100,69,48,female,Cuenca,,0,1,F2,5,4,5,4,4,2,3,Other
100,69,48,female,Cuenca,,0,0,M2,6,5,6,5,5,3,4,Other
100,69,48,female,Cuenca,,0,1,F1,5,4,4,5,5,3,4,Other
100,69,48,female,Cuenca,,0,0,M1,5,4,5,4,4,3,2,Other
100,69,48,female,Cuenca,,0,0,F1,6,4,4,5,5,2,5,Other
100,69,48,female,Cuenca,,0,1,M2,6,5,6,5,6,3,4,Other
100,69,48,female,Cuenca,,0,1,M1,6,4,4,4,4,3,2,Other
100,69,48,female,Cuenca,,0,0,F2,6,4,4,3,3,2,3,Other
100,70,28,male,Quito,English,1,1,F2,4,4,4,4,5,3,2,Other
100,70,28,male,Quito,English,1,0,M2,6,3,4,2,2,3,4,Other
100,70,28,male,Quito,English,1,1,F1,5,4,4,4,5,3,5,Other
100,70,28,male,Quito,English,1,0,M1,5,2,2,4,5,3,2,Cuenca
100,70,28,male,Quito,English,1,0,F1,5,2,4,2,2,2,4,Loja
100,70,28,male,Quito,English,1,1,M2,5,3,3,2,2,2,4,Other
100,70,28,male,Quito,English,1,1,M1,5,2,3,4,3,3,2,Loja
100,70,28,male,Quito,English,1,0,F2,5,2,3,2,2,3,2,Loja
100,71,23,female,Loja,English,1,1,F2,2,3,3,2,2,2,1,Other
100,71,23,female,Loja,English,1,0,M2,4,3,3,4,4,3,2,Other
100,71,23,female,Loja,English,1,1,F1,3,3,2,2,2,2,1,Quito
100,71,23,female,Loja,English,1,0,M1,3,4,4,3,3,3,2,Other
100,71,23,female,Loja,English,1,0,F1,3,3,3,3,3,3,3,Other
100,71,23,female,Loja,English,1,1,M2,4,3,3,3,4,3,3,Other
100,71,23,female,Loja,English,1,1,M1,4,4,3,3,3,2,1,Other
100,71,23,female,Loja,English,1,0,F2,3,2,2,3,3,2,1,Loja
100,72,31,female,Quito,English,2,1,F2,3,3,5,3,3,3,3,Other
100,72,31,female,Quito,English,2,0,M2,5,4,3,4,4,2,3,Quito
100,72,31,female,Quito,English,2,1,F1,5,4,4,3,3,2,3,Quito
100,72,31,female,Quito,English,2,0,M1,4,4,4,4,4,2,3,Other
100,72,31,female,Quito,English,2,0,F1,4,3,3,3,3,3,4,Other
100,72,31,female,Quito,English,2,1,M2,5,4,4,3,4,3,3,Loja
100,72,31,female,Quito,English,2,1,M1,4,4,4,4,4,3,3,Other
100,72,31,female,Quito,English,2,0,F2,4,3,4,3,4,3,3,Cuenca
100,73,38,male,Cuenca,English,1,1,F2,4,4,3,3,3,2,3,Loja
100,73,38,male,Cuenca,English,1,0,M2,4,4,4,4,4,2,3,Quito
100,73,38,male,Cuenca,English,1,1,F1,4,4,4,3,4,2,3,Loja
100,73,38,male,Cuenca,English,1,0,M1,4,4,4,4,4,3,3,Loja
100,73,38,male,Cuenca,English,1,0,F1,4,2,4,4,5,2,5,Cuenca
100,73,38,male,Cuenca,English,1,1,M2,5,4,4,4,4,2,3,Loja
100,73,38,male,Cuenca,English,1,1,M1,5,4,5,4,5,3,3,Quito
100,73,38,male,Cuenca,English,1,0,F2,4,4,4,4,4,3,3,Loja
100,74,24,female,Loja,English,1,1,F2,3,4,5,2,3,3,2,Other
100,74,24,female,Loja,English,1,0,M2,5,6,4,4,6,3,4,Cuenca
100,74,24,female,Loja,English,1,1,F1,4,4,6,6,6,3,6,Loja
100,74,24,female,Loja,English,1,0,M1,4,4,4,4,6,3,2,Loja
100,74,24,female,Loja,English,1,0,F1,4,4,5,4,4,3,5,Loja
100,74,24,female,Loja,English,1,1,M2,5,5,5,4,4,3,4,Cuenca
100,74,24,female,Loja,English,1,1,M1,4,4,3,4,4,3,2,Loja
100,74,24,female,Loja,English,1,0,F2,4,4,3,4,4,2,2,Loja
100,75,23,female,Coast,,0,1,F2,4,4,5,4,4,3,2,Cuenca
100,75,23,female,Coast,,0,0,M2,5,5,5,4,4,3,3,Quito
100,75,23,female,Coast,,0,1,F1,4,3,4,3,3,3,3,Quito
100,75,23,female,Coast,,0,0,M1,5,5,6,4,4,3,2,Loja
100,75,23,female,Coast,,0,0,F1,4,4,4,4,3,3,4,Quito
100,75,23,female,Coast,,0,1,M2,6,5,6,5,4,4,3,Loja
100,75,23,female,Coast,,0,1,M1,4,5,4,4,5,3,2,Loja
100,75,23,female,Coast,,0,0,F2,2,3,3,3,2,3,3,Quito
100,76,19,male,Cuenca,English,1,1,F2,4,4,3,3,3,2,2,Cuenca
100,76,19,male,Cuenca,English,1,0,M2,4,4,3,3,3,2,3,Quito
100,76,19,male,Cuenca,English,1,1,F1,3,4,3,3,3,2,3,Cuenca
100,76,19,male,Cuenca,English,1,0,M1,4,4,4,4,4,2,2,Cuenca
100,76,19,male,Cuenca,English,1,0,F1,4,4,3,3,3,2,3,Cuenca
100,76,19,male,Cuenca,English,1,1,M2,4,4,4,3,3,2,3,Cuenca
100,76,19,male,Cuenca,English,1,1,M1,4,4,4,4,4,2,2,Cuenca
100,76,19,male,Cuenca,English,1,0,F2,4,4,4,4,4,2,2,Cuenca
100,77,22,male,Cuenca,,0,1,F2,6,6,6,2,2,2,2,Loja
100,77,22,male,Cuenca,,0,0,M2,5,5,5,6,6,3,3,Cuenca
100,77,22,male,Cuenca,,0,1,F1,3,3,3,5,5,3,4,Cuenca
100,77,22,male,Cuenca,,0,0,M1,6,6,5,3,3,2,1,Cuenca
100,77,22,male,Cuenca,,0,0,F1,5,5,4,4,4,3,4,Cuenca
100,77,22,male,Cuenca,,0,1,M2,5,5,5,5,5,2,4,Other
100,77,22,male,Cuenca,,0,1,M1,6,6,6,6,6,2,1,Other
100,77,22,male,Cuenca,,0,0,F2,5,5,5,5,5,1,2,Cuenca
100,78,19,female,Loja,English,1,1,F2,3,3,3,2,3,3,2,Other
100,78,19,female,Loja,English,1,0,M2,4,4,4,5,5,5,4,Loja
100,78,19,female,Loja,English,1,1,F1,4,4,3,3,2,2,4,Other
100,78,19,female,Loja,English,1,0,M1,4,5,5,6,5,5,4,Loja
100,78,19,female,Loja,English,1,0,F1,4,4,4,3,3,3,3,Cuenca
100,78,19,female,Loja,English,1,1,M2,5,4,5,5,6,4,5,Loja
100,78,19,female,Loja,English,1,1,M1,3,4,4,5,4,4,4,Quito
100,78,19,female,Loja,English,1,0,F2,4,4,3,3,2,2,2,Other
100,79,30,female,Loja,,0,1,F2,3,5,3,3,3,2,3,Loja
