Progress,RespondentID,Age,Gender,Region,Languages_excluding_Spanish,Num_Additional_Languages,trill,Speaker,fem,nice,conf,class,urban,edu,age,predictedOrigin
100,79,30,female,Loja,,0,0,M2,6,6,6,6,5,4,4,Loja
100,79,30,female,Loja,,0,1,F1,6,6,6,3,5,3,4,Loja
100,79,30,female,Loja,,0,0,M1,6,6,6,4,4,3,3,Loja
100,79,30,female,Loja,,0,0,F1,6,5,6,5,6,3,4,Loja
100,79,30,female,Loja,,0,1,M2,6,5,5,6,5,3,3,Loja
100,79,30,female,Loja,,0,1,M1,6,5,5,5,4,3,3,Loja
100,79,30,female,Loja,,0,0,F2,4,6,5,3,3,2,3,Loja
100,80,21,female,Loja,,0,1,F2,6,5,5,5,5,3,2,Loja
100,80,21,female,Loja,,0,0,M2,6,5,3,3,3,3,4,Loja
100,80,21,female,Loja,,0,1,F1,6,5,4,3,2,2,2,Other
100,80,21,female,Loja,,0,0,M1,6,5,4,4,4,3,3,Cuenca
100,80,21,female,Loja,,0,0,F1,6,6,4,3,3,2,2,Cuenca
100,80,21,female,Loja,,0,1,M2,6,6,2,5,5,3,4,Loja
100,80,21,female,Loja,,0,1,M1,6,6,3,4,5,2,1,Cuenca
100,80,21,female,Loja,,0,0,F2,6,6,2,3,3,2,1,Other
100,81,21,female,Loja,English,1,1,F2,4,4,3,3,4,3,2,Loja
100,81,21,female,Loja,English,1,0,M2,5,4,5,5,4,3,3,Cuenca
100,81,21,female,Loja,English,1,1,F1,4,4,4,3,4,3,3,Quito
100,81,21,female,Loja,English,1,0,M1,4,3,3,4,4,3,2,Quito
100,81,21,female,Loja,English,1,0,F1,5,4,5,4,5,3,3,Loja
100,81,21,female,Loja,English,1,1,M2,5,5,6,4,5,3,3,Cuenca
100,81,21,female,Loja,English,1,1,M1,5,4,6,4,5,3,2,Cuenca
100,81,21,female,Loja,English,1,0,F2,5,4,5,3,4,3,2,Quito
100,82,22,male,Loja,"English, Portuguese, Romanian",3,1,F2,3,4,3,3,2,1,4,Cuenca
100,82,22,male,Loja,"English, Portuguese, Romanian",3,0,M2,5,4,4,5,5,3,4,Quito
100,82,22,male,Loja,"English, Portuguese, Romanian",3,1,F1,3,3,4,3,4,2,5,Cuenca
100,82,22,male,Loja,"English, Portuguese, Romanian",3,0,M1,5,5,5,4,6,3,2,Quito
100,82,22,male,Loja,"English, Portuguese, Romanian",3,0,F1,4,4,4,4,4,2,5,Quito
100,82,22,male,Loja,"English, Portuguese, Romanian",3,1,M2,3,5,5,5,5,3,4,Quito
100,82,22,male,Loja,"English, Portuguese, Romanian",3,1,M1,3,4,3,4,4,3,2,Loja
100,82,22,male,Loja,"English, Portuguese, Romanian",3,0,F2,4,4,5,3,4,2,4,Other
100,83,20,male,Cuenca,,0,1,F2,3,3,4,4,4,3,2,Quito
100,83,20,male,Cuenca,,0,0,M2,5,3,5,5,6,3,3,Cuenca
100,83,20,male,Cuenca,,0,1,F1,3,3,4,4,5,2,3,Cuenca
100,83,20,male,Cuenca,,0,0,M1,5,4,4,3,5,3,3,Quito
100,83,20,male,Cuenca,,0,0,F1,2,3,4,4,5,2,3,Cuenca
100,83,20,male,Cuenca,,0,1,M2,5,4,6,5,6,3,3,Cuenca
100,83,20,male,Cuenca,,0,1,M1,3,4,4,5,5,3,2,Quito
100,83,20,male,Cuenca,,0,0,F2,3,4,3,4,3,2,3,Loja
100,84,21,female,Loja,English,1,1,F2,3,3,4,4,4,3,2,Loja
100,84,21,female,Loja,English,1,0,M2,4,4,5,4,5,4,4,Quito
100,84,21,female,Loja,English,1,1,F1,4,4,4,4,4,4,5,Loja
100,84,21,female,Loja,English,1,0,M1,5,5,5,5,4,4,3,Quito
100,84,21,female,Loja,English,1,0,F1,4,4,4,4,5,3,5,Cuenca
100,84,21,female,Loja,English,1,1,M2,5,5,5,4,5,4,5,Loja
100,84,21,female,Loja,English,1,1,M1,5,5,5,5,5,4,3,Cuenca
100,84,21,female,Loja,English,1,0,F2,4,4,4,3,3,3,3,Quito
100,85,22,female,Quito,,0,1,F2,5,4,6,4,3,4,3,Other
100,85,22,female,Quito,,0,0,M2,6,5,6,4,5,4,4,Quito
100,85,22,female,Quito,,0,1,F1,5,5,4,3,3,2,4,Quito
100,85,22,female,Quito,,0,0,M1,5,4,3,4,4,3,3,Cuenca
100,85,22,female,Quito,,0,0,F1,4,5,3,4,4,2,4,Cuenca
100,85,22,female,Quito,,0,1,M2,5,3,6,5,5,4,4,Quito
100,85,22,female,Quito,,0,1,M1,5,3,5,5,5,4,3,Quito
100,85,22,female,Quito,,0,0,F2,4,5,6,3,3,4,3,Other
100,86,19,male,Coast,English,1,1,F2,3,4,4,3,3,3,3,Quito
100,86,19,male,Coast,English,1,0,M2,4,4,4,3,4,4,4,Loja
100,86,19,male,Coast,English,1,1,F1,3,3,5,4,4,3,6,Other
100,86,19,male,Coast,English,1,0,M1,3,3,4,4,2,3,3,Quito
100,86,19,male,Coast,English,1,0,F1,2,3,3,2,3,2,4,Cuenca
100,86,19,male,Coast,English,1,1,M2,4,3,5,4,4,3,4,Loja
100,86,19,male,Coast,English,1,1,M1,3,3,4,5,4,3,2,Other
100,86,19,male,Coast,English,1,0,F2,3,4,3,3,3,2,3,Cuenca
100,87,37,male,Quito,English,1,1,F2,5,5,4,3,3,3,3,Loja
100,87,37,male,Quito,English,1,0,M2,4,5,3,2,2,2,4,Loja
100,87,37,male,Quito,English,1,1,F1,4,4,3,3,3,3,3,Loja
100,87,37,male,Quito,English,1,0,M1,5,5,4,4,4,3,3,Loja
100,87,37,male,Quito,English,1,0,F1,3,4,4,3,3,3,3,Cuenca
100,87,37,male,Quito,English,1,1,M2,5,4,5,4,4,3,3,Loja
100,87,37,male,Quito,English,1,1,M1,5,5,5,5,5,3,2,Loja
100,87,37,male,Quito,English,1,0,F2,3,5,4,3,3,3,3,Loja
100,88,29,male,Loja,English,1,1,F2,6,6,5,4,3,3,5,Loja
100,88,29,male,Loja,English,1,0,M2,5,5,4,4,4,4,4,Quito
100,88,29,male,Loja,English,1,1,F1,5,4,4,5,5,2,5,Loja
100,88,29,male,Loja,English,1,0,M1,5,5,5,3,4,4,3,Quito
100,88,29,male,Loja,English,1,0,F1,6,4,3,4,4,2,5,Loja
100,88,29,male,Loja,English,1,1,M2,5,5,5,4,4,4,4,Loja
100,88,29,male,Loja,English,1,1,M1,4,4,4,4,3,3,3,Loja
100,88,29,male,Loja,English,1,0,F2,5,5,5,3,3,3,3,Cuenca
100,89,21,female,Loja,"English, French",1,1,F2,3,4,4,2,3,2,3,Loja
100,89,21,female,Loja,"English, French",1,0,M2,5,3,3,4,4,3,5,Loja
100,89,21,female,Loja,"English, French",1,1,F1,5,4,3,4,5,3,4,Loja
100,89,21,female,Loja,"English, French",1,0,M1,5,2,2,4,4,3,2,Other
100,89,21,female,Loja,"English, French",1,0,F1,5,3,3,5,4,3,5,Cuenca
100,89,21,female,Loja,"English, French",1,1,M2,4,4,4,3,3,3,4,Loja
100,89,21,female,Loja,"English, French",1,1,M1,4,4,4,4,5,3,2,Loja
100,89,21,female,Loja,"English, French",1,0,F2,4,4,3,2,2,2,3,Loja
100,90,20,female,Coast,French,1,1,F2,4,4,3,3,4,3,3,Other
100,90,20,female,Coast,French,1,0,M2,4,4,5,3,4,3,3,Other
100,90,20,female,Coast,French,1,1,F1,4,4,5,3,3,3,3,Other
100,90,20,female,Coast,French,1,0,M1,4,4,5,4,4,3,2,Quito
100,90,20,female,Coast,French,1,0,F1,4,4,4,4,3,3,3,Other
100,90,20,female,Coast,French,1,1,M2,4,3,4,3,5,3,3,Other
100,90,20,female,Coast,French,1,1,M1,5,4,6,4,4,3,2,Other
100,90,20,female,Coast,French,1,0,F2,4,4,6,3,1,3,3,Other
100,91,33,male,Cuenca,English,1,1,F2,6,1,6,6,6,3,2,Loja
100,91,33,male,Cuenca,English,1,0,M2,6,5,4,3,1,2,2,Cuenca
100,91,33,male,Cuenca,English,1,1,F1,5,6,6,5,6,2,4,Cuenca
100,91,33,male,Cuenca,English,1,0,M1,6,6,6,4,6,3,2,Cuenca
100,91,33,male,Cuenca,English,1,0,F1,6,4,6,4,6,3,4,Cuenca
100,91,33,male,Cuenca,English,1,1,M2,6,4,5,4,1,3,3,Loja
100,91,33,male,Cuenca,English,1,1,M1,6,4,6,4,6,3,2,Loja
100,91,33,male,Cuenca,English,1,0,F2,6,6,5,4,6,3,2,Loja
100,92,39,male,Quito,Portuguese,1,1,F2,5,5,5,5,4,2,3,Loja
100,92,39,male,Quito,Portuguese,1,0,M2,5,5,5,5,5,2,4,Other
100,92,39,male,Quito,Portuguese,1,1,F1,5,5,5,5,4,2,4,Other
100,92,39,male,Quito,Portuguese,1,0,M1,5,5,5,5,5,3,4,Other
100,92,39,male,Quito,Portuguese,1,0,F1,5,5,5,4,5,2,4,Quito
100,92,39,male,Quito,Portuguese,1,1,M2,5,4,5,4,5,3,3,Cuenca
100,92,39,male,Quito,Portuguese,1,1,M1,5,5,4,4,4,3,2,Loja
100,92,39,male,Quito,Portuguese,1,0,F2,5,5,5,4,4,3,2,Loja
100,93,19,male,Coast,French,1,1,F2,5,4,6,4,5,2,2,Other
100,93,19,male,Coast,French,1,0,M2,4,4,3,4,4,2,3,Loja
100,93,19,male,Coast,French,1,1,F1,4,3,5,3,3,2,3,Quito
100,93,19,male,Coast,French,1,0,M1,4,3,4,4,5,2,2,Quito
100,93,19,male,Coast,French,1,0,F1,4,4,4,4,4,2,3,Quito
100,93,19,male,Coast,French,1,1,M2,4,3,4,4,4,2,3,Quito
100,93,19,male,Coast,French,1,1,M1,4,3,3,3,4,2,1,Loja
100,93,19,male,Coast,French,1,0,F2,5,4,5,5,2,3,2,Loja
100,94,23,male,Cuenca,English,1,1,F2,5,3,3,3,3,2,2,Quito
100,94,23,male,Cuenca,English,1,0,M2,5,4,4,3,4,2,4,Quito
100,94,23,male,Cuenca,English,1,1,F1,5,4,5,5,5,3,5,Cuenca
100,94,23,male,Cuenca,English,1,0,M1,4,3,4,3,3,3,2,Cuenca
100,94,23,male,Cuenca,English,1,0,F1,5,4,5,5,5,4,5,Quito
100,94,23,male,Cuenca,English,1,1,M2,5,4,4,3,3,2,4,Other
100,94,23,male,Cuenca,English,1,1,M1,4,3,4,4,4,3,3,Quito
100,94,23,male,Cuenca,English,1,0,F2,5,4,3,3,3,1,2,Other
100,95,24,female,Cuenca,English,1,1,F2,5,3,3,4,4,3,4,Cuenca
100,95,24,female,Cuenca,English,1,0,M2,5,3,4,4,4,3,3,Cuenca
100,95,24,female,Cuenca,English,1,1,F1,5,4,4,4,4,2,3,Cuenca
100,95,24,female,Cuenca,English,1,0,M1,4,4,4,2,2,2,3,Cuenca
100,95,24,female,Cuenca,English,1,0,F1,6,3,3,3,6,3,3,Cuenca
100,95,24,female,Cuenca,English,1,1,M2,3,4,2,4,5,3,2,Cuenca
100,95,24,female,Cuenca,English,1,1,M1,5,4,5,5,5,2,2,Cuenca
100,95,24,female,Cuenca,English,1,0,F2,6,1,3,3,4,2,2,Cuenca
100,96,37,female,Cuenca,,0,1,F2,4,5,3,2,5,2,2,Loja
100,96,37,female,Cuenca,,0,0,M2,6,5,6,5,6,3,3,Cuenca
100,96,37,female,Cuenca,,0,1,F1,4,5,4,5,4,3,2,Quito
100,96,37,female,Cuenca,,0,0,M1,4,5,3,3,3,3,2,Cuenca
100,96,37,female,Cuenca,,0,0,F1,5,5,4,4,5,3,2,Quito
100,96,37,female,Cuenca,,0,1,M2,3,3,4,4,4,3,3,Cuenca
100,96,37,female,Cuenca,,0,1,M1,4,3,3,4,4,3,3,Loja
100,96,37,female,Cuenca,,0,0,F2,5,5,4,3,3,2,3,Other
100,97,20,male,Loja,English,1,1,F2,6,5,5,4,4,3,2,Other
100,97,20,male,Loja,English,1,0,M2,5,4,5,4,4,3,2,Cuenca
100,97,20,male,Loja,English,1,1,F1,5,5,5,5,5,4,3,Quito
100,97,20,male,Loja,English,1,0,M1,4,5,5,4,4,3,2,Cuenca
100,97,20,male,Loja,English,1,0,F1,5,4,5,5,5,4,3,Other
100,97,20,male,Loja,English,1,1,M2,5,4,5,4,4,3,3,Quito
100,97,20,male,Loja,English,1,1,M1,4,5,4,5,5,3,3,Loja
100,97,20,male,Loja,English,1,0,F2,5,4,5,4,4,3,2,Cuenca
100,98,25,male,Loja,,0,1,F2,6,3,2,2,2,2,3,Loja
100,98,25,male,Loja,,0,0,M2,5,6,5,5,5,3,4,Other
100,98,25,male,Loja,,0,1,F1,4,3,3,3,4,3,5,Cuenca
100,98,25,male,Loja,,0,0,M1,5,3,3,4,5,3,2,Other
100,98,25,male,Loja,,0,0,F1,4,2,4,5,5,3,5,Cuenca
100,98,25,male,Loja,,0,1,M2,6,3,4,3,1,2,4,Loja
100,98,25,male,Loja,,0,1,M1,5,3,5,5,5,2,3,Other
100,98,25,male,Loja,,0,0,F2,4,4,4,2,2,2,3,Other
100,99,35,male,Cuenca,,1,1,F2,2,4,3,3,3,2,2,Loja
100,99,35,male,Cuenca,,1,0,M2,5,3,4,3,4,2,3,Cuenca
100,99,35,male,Cuenca,,1,1,F1,5,4,2,3,3,1,4,Quito
100,99,35,male,Cuenca,,1,0,M1,4,2,3,4,3,2,1,Cuenca
100,99,35,male,Cuenca,,1,0,F1,4,4,3,4,3,2,4,Cuenca
100,99,35,male,Cuenca,,1,1,M2,5,3,4,5,4,3,3,Loja
100,99,35,male,Cuenca,,1,1,M1,3,5,4,5,4,3,2,Loja
100,99,35,male,Cuenca,,1,0,F2,5,4,4,2,2,1,2,Loja
100,100,31,male,Coast,"English, Italian",2,1,F2,6,6,6,5,5,3,2,Loja
100,100,31,male,Coast,"English, Italian",2,0,M2,6,4,6,5,5,3,4,Quito
100,100,31,male,Coast,"English, Italian",2,1,F1,5,4,5,4,5,3,5,Other
100,100,31,male,Coast,"English, Italian",2,0,M1,4,6,5,4,5,2,1,Loja
100,100,31,male,Coast,"English, Italian",2,0,F1,4,5,6,4,5,4,5,Other
100,100,31,male,Coast,"English, Italian",2,1,M2,6,6,5,5,5,2,3,Other
100,100,31,male,Coast,"English, Italian",2,1,M1,4,5,6,6,6,3,2,Cuenca
100,100,31,male,Coast,"English, Italian",2,0,F2,6,6,5,5,6,3,3,Cuenca
100,101,24,female,Loja,English,1,1,F2,4,4,5,3,3,2,2,Loja
100,101,24,female,Loja,English,1,0,M2,5,5,4,3,2,3,4,Other
100,101,24,female,Loja,English,1,1,F1,5,5,5,5,6,3,4,Other
100,101,24,female,Loja,English,1,0,M1,5,4,4,3,3,2,2,Quito
100,101,24,female,Loja,English,1,0,F1,5,5,4,4,3,2,4,Other
100,101,24,female,Loja,English,1,1,M2,5,5,5,3,3,3,3,Quito
100,101,24,female,Loja,English,1,1,M1,5,5,4,3,3,2,3,Other
100,101,24,female,Loja,English,1,0,F2,4,5,4,3,2,2,2,Loja
100,102,24,male,Loja,,0,1,F2,5,4,5,4,4,3,3,Loja
100,102,24,male,Loja,,0,0,M2,5,5,5,4,4,3,4,Loja
100,102,24,male,Loja,,0,1,F1,4,4,4,4,4,2,5,Other
100,102,24,male,Loja,,0,0,M1,4,4,4,4,4,3,3,Loja
100,102,24,male,Loja,,0,0,F1,4,4,4,4,4,2,4,Loja
100,102,24,male,Loja,,0,1,M2,4,5,4,4,4,3,4,Loja
100,102,24,male,Loja,,0,1,M1,4,4,4,4,4,3,2,Loja
100,102,24,male,Loja,,0,0,F2,4,4,4,4,4,3,3,Loja
100,103,20,male,Loja,,0,1,F2,5,4,4,4,4,3,3,Other
100,103,20,male,Loja,,0,0,M2,5,5,5,4,5,3,3,Cuenca
100,103,20,male,Loja,,0,1,F1,5,4,5,4,4,3,3,Loja
100,103,20,male,Loja,,0,0,M1,6,5,6,4,6,3,2,Loja
100,103,20,male,Loja,,0,0,F1,5,3,4,3,4,2,4,Other
100,103,20,male,Loja,,0,1,M2,5,4,5,5,6,4,3,Cuenca
100,103,20,male,Loja,,0,1,M1,6,6,6,4,6,4,2,Loja
100,103,20,male,Loja,,0,0,F2,5,3,4,3,3,3,3,Other
100,104,22,female,Coast,,0,1,F2,3,3,2,1,1,2,3,Other
100,104,22,female,Coast,,0,0,M2,5,5,2,3,2,2,4,Cuenca
100,104,22,female,Coast,,0,1,F1,3,4,2,2,2,2,5,Loja
100,104,22,female,Coast,,0,0,M1,4,4,1,3,3,3,2,Other
100,104,22,female,Coast,,0,0,F1,3,3,4,4,4,2,6,Cuenca
100,104,22,female,Coast,,0,1,M2,3,4,2,3,3,3,5,Loja
100,104,22,female,Coast,,0,1,M1,3,4,3,3,4,3,2,Loja
100,104,22,female,Coast,,0,0,F2,4,4,2,2,3,2,4,Other
100,105,20,female,Coast,English,1,1,F2,6,6,6,6,6,4,2,Cuenca
100,105,20,female,Coast,English,1,0,M2,6,6,6,6,6,5,3,Loja
100,105,20,female,Coast,English,1,1,F1,6,6,6,6,6,4,4,Loja
100,105,20,female,Coast,English,1,0,M1,6,6,6,6,6,3,2,Loja
100,105,20,female,Coast,English,1,0,F1,6,6,6,6,6,4,4,Loja
100,105,20,female,Coast,English,1,1,M2,6,6,6,6,6,5,4,Loja
100,105,20,female,Coast,English,1,1,M1,6,6,6,6,6,3,2,Loja
100,105,20,female,Coast,English,1,0,F2,6,6,6,6,6,3,2,Quito
100,106,20,female,Loja,English,1,1,F2,3,3,4,3,3,3,3,Loja
100,106,20,female,Loja,English,1,0,M2,5,5,5,5,5,4,5,Loja
100,106,20,female,Loja,English,1,1,F1,4,5,4,2,2,3,3,Loja
100,106,20,female,Loja,English,1,0,M1,4,3,4,3,4,3,2,Other
100,106,20,female,Loja,English,1,0,F1,4,4,3,2,2,3,3,Other
100,106,20,female,Loja,English,1,1,M2,5,4,5,4,4,4,4,Loja
100,106,20,female,Loja,English,1,1,M1,4,4,3,4,4,3,2,Loja
100,106,20,female,Loja,English,1,0,F2,4,4,3,2,1,2,3,Other
100,107,27,male,Coast,English,1,1,F2,3,2,3,3,3,3,3,Cuenca
100,107,27,male,Coast,English,1,0,M2,4,3,3,3,4,2,3,Cuenca
100,107,27,male,Coast,English,1,1,F1,3,3,3,4,3,2,3,Cuenca
100,107,27,male,Coast,English,1,0,M1,4,3,4,4,3,3,2,Quito
100,107,27,male,Coast,English,1,0,F1,3,3,4,3,3,3,4,Cuenca
100,107,27,male,Coast,English,1,1,M2,4,3,4,4,4,2,3,Cuenca
100,107,27,male,Coast,English,1,1,M1,4,4,4,4,4,3,3,Loja
100,107,27,male,Coast,English,1,0,F2,3,3,4,3,3,2,3,Cuenca
100,108,23,female,Loja,English,1,1,F2,5,5,6,5,6,4,3,Loja
100,108,23,female,Loja,English,1,0,M2,4,4,5,5,5,4,3,Loja
100,108,23,female,Loja,English,1,1,F1,4,4,6,5,6,3,4,Loja
100,108,23,female,Loja,English,1,0,M1,5,4,5,4,4,3,3,Loja
100,108,23,female,Loja,English,1,0,F1,3,3,5,4,3,2,4,Loja
100,108,23,female,Loja,English,1,1,M2,5,5,4,5,5,3,3,Loja
100,108,23,female,Loja,English,1,1,M1,5,5,6,5,6,4,2,Loja
100,108,23,female,Loja,English,1,0,F2,4,3,5,4,4,3,2,Loja
100,109,36,male,Quito,,0,1,F2,5,5,5,3,3,2,3,Loja
100,109,36,male,Quito,,0,0,M2,5,4,5,4,4,2,3,Cuenca
100,109,36,male,Quito,,0,1,F1,5,4,3,5,4,2,4,Quito
100,109,36,male,Quito,,0,0,M1,5,5,4,4,4,2,2,Loja
100,109,36,male,Quito,,0,0,F1,4,4,4,3,4,2,3,Loja
100,109,36,male,Quito,,0,1,M2,4,3,4,4,4,2,4,Cuenca
100,109,36,male,Quito,,0,1,M1,5,4,4,4,4,2,3,Quito
100,109,36,male,Quito,,0,0,F2,4,5,4,3,3,2,3,Loja
100,110,21,female,Coast,English,1,1,F2,5,5,2,2,2,2,3,Loja
100,110,21,female,Coast,English,1,0,M2,5,5,5,4,5,3,4,Loja
100,110,21,female,Coast,English,1,1,F1,5,5,4,5,5,2,4,Other
100,110,21,female,Coast,English,1,0,M1,5,5,5,4,6,3,3,Cuenca
100,110,21,female,Coast,English,1,0,F1,5,5,3,2,1,2,4,Other
100,110,21,female,Coast,English,1,1,M2,5,5,4,4,5,2,4,Loja
100,110,21,female,Coast,English,1,1,M1,5,5,5,5,4,3,3,Other
100,110,21,female,Coast,English,1,0,F2,4,5,5,4,5,2,3,Cuenca
100,111,31,female,Cuenca,,0,1,F2,4,5,5,5,5,2,3,Loja
100,111,31,female,Cuenca,,0,0,M2,5,6,5,5,6,3,4,Loja
100,111,31,female,Cuenca,,0,1,F1,5,5,5,6,6,3,6,Cuenca
100,111,31,female,Cuenca,,0,0,M1,6,6,5,4,6,3,4,Loja
100,111,31,female,Cuenca,,0,0,F1,5,1,6,6,6,3,6,Cuenca
100,111,31,female,Cuenca,,0,1,M2,6,6,6,4,6,3,4,Loja
100,111,31,female,Cuenca,,0,1,M1,6,6,6,5,6,4,4,Quito
100,111,31,female,Cuenca,,0,0,F2,5,6,4,4,4,2,4,Loja
100,112,29,female,Quito,,0,1,F2,5,4,5,4,4,4,4,Loja
100,112,29,female,Quito,,0,0,M2,6,5,5,6,5,5,4,Loja
100,112,29,female,Quito,,0,1,F1,5,4,4,5,4,5,4,Loja
100,112,29,female,Quito,,0,0,M1,5,5,5,5,5,5,4,Loja
100,112,29,female,Quito,,0,0,F1,5,5,5,3,3,3,4,Loja
100,112,29,female,Quito,,0,1,M2,6,5,5,6,6,5,4,Loja
100,112,29,female,Quito,,0,1,M1,5,5,5,5,5,5,3,Loja
100,112,29,female,Quito,,0,0,F2,5,5,5,3,4,3,3,Loja
100,113,24,female,Quito,"English, Portuguese",2,1,F2,3,3,3,2,2,2,3,Loja
100,113,24,female,Quito,"English, Portuguese",2,0,M2,5,5,5,5,5,4,4,Loja
100,113,24,female,Quito,"English, Portuguese",2,1,F1,5,5,5,5,5,4,3,Loja
100,113,24,female,Quito,"English, Portuguese",2,0,M1,5,5,5,5,5,4,4,Loja
100,113,24,female,Quito,"English, Portuguese",2,0,F1,6,6,6,6,6,3,4,Loja
100,113,24,female,Quito,"English, Portuguese",2,1,M2,6,6,6,6,6,4,4,Loja
100,113,24,female,Quito,"English, Portuguese",2,1,M1,5,5,5,5,5,4,4,Loja
100,113,24,female,Quito,"English, Portuguese",2,0,F2,4,4,4,4,4,2,3,Loja
100,114,23,male,Loja,English,1,1,F2,6,5,5,2,2,2,3,Other
100,114,23,male,Loja,English,1,0,M2,6,6,6,5,5,4,4,Loja
100,114,23,male,Loja,English,1,1,F1,6,6,5,3,3,2,4,Other
100,114,23,male,Loja,English,1,0,M1,6,6,6,5,5,4,3,Loja
100,114,23,male,Loja,English,1,0,F1,5,5,5,3,3,2,4,Other
100,114,23,male,Loja,English,1,1,M2,6,6,6,5,5,4,4,Loja
100,114,23,male,Loja,English,1,1,M1,6,6,6,5,5,4,3,Loja
100,114,23,male,Loja,English,1,0,F2,5,5,5,2,2,2,3,Other
100,115,25,female,Coast,,0,1,F2,6,6,6,5,5,3,2,Quito
100,115,25,female,Coast,,0,0,M2,6,6,6,6,6,4,3,Loja
100,115,25,female,Coast,,0,1,F1,6,5,5,5,5,2,2,Other
100,115,25,female,Coast,,0,0,M1,4,4,4,4,4,3,2,Cuenca
100,115,25,female,Coast,,0,0,F1,5,5,5,5,5,2,3,Loja
100,115,25,female,Coast,,0,1,M2,5,5,5,5,5,2,3,Loja
100,115,25,female,Coast,,0,1,M1,5,5,5,5,5,3,2,Cuenca
100,115,25,female,Coast,,0,0,F2,4,4,4,4,4,2,2,Cuenca
100,116,27,female,Cuenca,English,1,1,F2,4,5,6,5,5,3,3,Cuenca
100,116,27,female,Cuenca,English,1,0,M2,5,5,6,5,6,4,4,Cuenca
100,116,27,female,Cuenca,English,1,1,F1,4,5,5,5,5,3,3,Cuenca
100,116,27,female,Cuenca,English,1,0,M1,4,5,4,4,4,2,3,Quito
100,116,27,female,Cuenca,English,1,0,F1,4,4,5,5,5,3,4,Cuenca
100,116,27,female,Cuenca,English,1,1,M2,5,6,6,5,5,3,3,Cuenca
100,116,27,female,Cuenca,English,1,1,M1,4,5,5,5,5,3,3,Loja
100,116,27,female,Cuenca,English,1,0,F2,4,5,5,5,5,3,4,Cuenca
100,117,22,male,Loja,English,1,1,F2,5,5,6,3,3,2,2,Loja
100,117,22,male,Loja,English,1,0,M2,6,4,4,2,2,1,5,Loja
100,117,22,male,Loja,English,1,1,F1,6,5,6,5,6,3,5,Loja
100,117,22,male,Loja,English,1,0,M1,6,4,5,3,4,2,3,Loja
100,117,22,male,Loja,English,1,0,F1,6,5,5,4,6,3,6,Loja
100,117,22,male,Loja,English,1,1,M2,5,4,5,2,2,1,5,Loja
100,117,22,male,Loja,English,1,1,M1,5,4,6,4,4,3,2,Loja
100,117,22,male,Loja,English,1,0,F2,5,5,5,3,3,2,2,Loja
100,118,20,female,Loja,,0,1,F2,6,4,4,3,3,2,4,Quito
