Progress,RespondentID,Age,Gender,Region,Languages_excluding_Spanish,Num_Additional_Languages,trill,Speaker,fem,nice,conf,class,urban,edu,age,predictedOrigin
100,118,20,female,Loja,,0,0,M2,6,4,4,3,3,2,3,Cuenca
100,118,20,female,Loja,,0,1,F1,6,6,4,3,4,2,4,Cuenca
100,118,20,female,Loja,,0,0,M1,6,5,5,3,3,3,2,Other
100,118,20,female,Loja,,0,0,F1,6,6,6,3,3,2,5,Quito
100,118,20,female,Loja,,0,1,M2,6,5,5,3,4,2,4,Cuenca
100,118,20,female,Loja,,0,1,M1,6,6,6,3,4,3,2,Loja
100,118,20,female,Loja,,0,0,F2,6,3,3,3,3,2,3,Quito
100,119,25,female,Cuenca,,0,1,F2,4,5,4,3,2,2,3,Cuenca
100,119,25,female,Cuenca,,0,0,M2,6,4,5,3,3,2,3,Cuenca
100,119,25,female,Cuenca,,0,1,F1,4,5,4,4,6,3,4,Other
100,119,25,female,Cuenca,,0,0,M1,4,5,4,3,2,3,2,Cuenca
100,119,25,female,Cuenca,,0,0,F1,3,5,6,5,5,4,5,Cuenca
100,119,25,female,Cuenca,,0,1,M2,2,4,3,3,4,2,2,Other
100,119,25,female,Cuenca,,0,1,M1,2,4,5,4,4,3,2,Quito
100,119,25,female,Cuenca,,0,0,F2,3,5,5,2,2,2,3,Cuenca
100,120,21,female,Loja,French,1,1,F2,4,4,4,3,3,2,2,Loja
100,120,21,female,Loja,French,1,0,M2,5,5,4,3,4,1,4,Loja
100,120,21,female,Loja,French,1,1,F1,5,5,4,2,2,1,4,Cuenca
100,120,21,female,Loja,French,1,0,M1,5,5,3,4,4,1,2,Cuenca
100,120,21,female,Loja,French,1,0,F1,5,5,4,2,2,1,5,Cuenca
100,120,21,female,Loja,French,1,1,M2,6,5,4,4,4,3,3,Loja
100,120,21,female,Loja,French,1,1,M1,5,5,3,4,5,2,2,Loja
100,120,21,female,Loja,French,1,0,F2,5,5,4,3,3,1,3,Loja
100,121,20,male,Loja,,0,1,F2,3,2,2,3,2,3,4,Other
100,121,20,male,Loja,,0,0,M2,5,3,5,4,5,3,4,Cuenca
100,121,20,male,Loja,,0,1,F1,3,2,1,4,4,3,4,Loja
100,121,20,male,Loja,,0,0,M1,5,5,6,5,6,3,3,Loja
100,121,20,male,Loja,,0,0,F1,2,2,1,3,2,3,4,Other
100,121,20,male,Loja,,0,1,M2,6,5,6,5,6,4,3,Loja
100,121,20,male,Loja,,0,1,M1,4,4,2,3,4,3,3,Cuenca
100,121,20,male,Loja,,0,0,F2,4,3,3,3,2,3,3,Other
100,122,23,female,Loja,English,1,1,F2,2,3,2,2,2,2,4,Other
100,122,23,female,Loja,English,1,0,M2,3,3,3,3,2,2,4,Loja
100,122,23,female,Loja,English,1,1,F1,3,3,3,3,3,2,5,Loja
100,122,23,female,Loja,English,1,0,M1,3,3,3,3,3,3,3,Loja
100,122,23,female,Loja,English,1,0,F1,3,3,3,3,3,2,5,Loja
100,122,23,female,Loja,English,1,1,M2,4,3,4,2,2,2,4,Loja
100,122,23,female,Loja,English,1,1,M1,2,3,3,4,4,3,3,Loja
100,122,23,female,Loja,English,1,0,F2,3,3,4,3,3,2,3,Loja
100,123,28,male,Loja,Quechua,1,1,F2,4,3,4,2,2,2,3,Quito
100,123,28,male,Loja,Quechua,1,0,M2,4,3,2,2,1,1,4,Loja
100,123,28,male,Loja,Quechua,1,1,F1,4,4,3,2,2,1,5,Cuenca
100,123,28,male,Loja,Quechua,1,0,M1,4,5,4,3,5,3,3,Quito
100,123,28,male,Loja,Quechua,1,0,F1,4,4,3,2,2,1,5,Cuenca
100,123,28,male,Loja,Quechua,1,1,M2,5,4,5,3,3,1,4,Other
100,123,28,male,Loja,Quechua,1,1,M1,5,4,6,5,5,4,3,Loja
100,123,28,male,Loja,Quechua,1,0,F2,4,4,4,4,4,2,3,Cuenca
100,124,21,male,Loja,English,1,1,F2,4,4,4,3,2,2,3,Loja
100,124,21,male,Loja,English,1,0,M2,5,5,5,4,4,2,3,Cuenca
100,124,21,male,Loja,English,1,1,F1,5,5,4,4,5,2,4,Cuenca
100,124,21,male,Loja,English,1,0,M1,6,5,5,4,5,4,3,Cuenca
100,124,21,male,Loja,English,1,0,F1,5,4,4,3,3,2,3,Quito
100,124,21,male,Loja,English,1,1,M2,5,5,5,4,5,2,3,Loja
100,124,21,male,Loja,English,1,1,M1,5,5,5,5,6,4,3,Loja
100,124,21,male,Loja,English,1,0,F2,5,4,5,5,5,2,3,Loja
100,125,20,male,Loja,English,1,1,F2,6,5,6,5,6,3,3,Other
100,125,20,male,Loja,English,1,0,M2,6,5,6,5,6,3,3,Other
100,125,20,male,Loja,English,1,1,F1,6,5,6,5,6,3,3,Quito
100,125,20,male,Loja,English,1,0,M1,6,5,6,5,6,3,3,Quito
100,125,20,male,Loja,English,1,0,F1,6,5,6,5,6,4,3,Quito
100,125,20,male,Loja,English,1,1,M2,6,5,6,5,6,3,2,Quito
100,125,20,male,Loja,English,1,1,M1,6,5,6,5,6,4,2,Loja
100,125,20,male,Loja,English,1,0,F2,6,5,6,5,6,3,3,Quito
100,126,22,male,Cuenca,English,1,1,F2,5,4,5,3,4,2,3,Other
100,126,22,male,Cuenca,English,1,0,M2,6,4,6,4,6,3,3,Cuenca
100,126,22,male,Cuenca,English,1,1,F1,6,3,5,6,6,2,4,Loja
100,126,22,male,Cuenca,English,1,0,M1,5,4,5,3,5,2,2,Quito
100,126,22,male,Cuenca,English,1,0,F1,6,3,5,6,6,2,4,Cuenca
100,126,22,male,Cuenca,English,1,1,M2,5,5,6,5,6,3,3,Cuenca
100,126,22,male,Cuenca,English,1,1,M1,4,5,4,4,6,3,3,Quito
100,126,22,male,Cuenca,English,1,0,F2,5,4,5,3,4,2,3,Other
100,127,21,female,Coast,,0,1,F2,4,4,5,3,3,2,3,Loja
100,127,21,female,Coast,,0,0,M2,6,5,4,3,6,2,3,Cuenca
100,127,21,female,Coast,,0,1,F1,4,4,1,2,4,1,4,Other
100,127,21,female,Coast,,0,0,M1,6,6,6,5,6,3,3,Loja
100,127,21,female,Coast,,0,0,F1,3,5,1,2,2,1,4,Cuenca
100,127,21,female,Coast,,0,1,M2,5,5,4,4,6,2,4,Loja
100,127,21,female,Coast,,0,1,M1,4,6,6,5,6,3,3,Cuenca
100,127,21,female,Coast,,0,0,F2,4,5,5,3,2,2,4,Loja
100,128,21,female,Loja,English,1,1,F2,3,4,4,2,2,2,4,Cuenca
100,128,21,female,Loja,English,1,0,M2,3,3,1,3,3,3,4,Cuenca
100,128,21,female,Loja,English,1,1,F1,3,3,2,3,3,2,4,Loja
100,128,21,female,Loja,English,1,0,M1,3,3,2,4,4,3,2,Quito
100,128,21,female,Loja,English,1,0,F1,3,4,2,3,3,2,4,Cuenca
100,128,21,female,Loja,English,1,1,M2,3,4,1,3,4,2,4,Cuenca
100,128,21,female,Loja,English,1,1,M1,3,3,2,4,3,3,2,Loja
100,128,21,female,Loja,English,1,0,F2,3,4,4,3,3,2,4,Quito
100,129,26,female,Cuenca,English,1,1,F2,3,3,3,4,3,3,2,Quito
100,129,26,female,Cuenca,English,1,0,M2,4,4,4,4,4,2,3,Other
100,129,26,female,Cuenca,English,1,1,F1,3,3,3,3,3,2,5,Loja
100,129,26,female,Cuenca,English,1,0,M1,3,3,3,3,3,2,3,Other
100,129,26,female,Cuenca,English,1,0,F1,3,3,4,3,4,2,4,Loja
100,129,26,female,Cuenca,English,1,1,M2,4,3,4,4,3,3,4,Cuenca
100,129,26,female,Cuenca,English,1,1,M1,3,3,4,3,3,3,2,Loja
100,129,26,female,Cuenca,English,1,0,F2,2,2,2,2,3,2,3,Loja
100,130,22,male,Coast,French,1,1,F2,6,5,6,4,6,4,2,Quito
100,130,22,male,Coast,French,1,0,M2,6,6,6,4,4,3,3,Cuenca
100,130,22,male,Coast,French,1,1,F1,5,4,6,4,6,3,5,Loja
100,130,22,male,Coast,French,1,0,M1,5,3,3,4,3,2,4,Cuenca
100,130,22,male,Coast,French,1,0,F1,5,4,6,4,6,3,4,Loja
100,130,22,male,Coast,French,1,1,M2,5,5,6,5,4,2,4,Loja
100,130,22,male,Coast,French,1,1,M1,6,3,4,4,4,2,3,Loja
100,130,22,male,Coast,French,1,0,F2,6,5,6,5,6,4,3,Cuenca
100,131,24,female,Cuenca,English,1,1,F2,3,4,4,3,3,1,3,Loja
100,131,24,female,Cuenca,English,1,0,M2,5,6,5,3,3,2,3,Cuenca
100,131,24,female,Cuenca,English,1,1,F1,3,4,3,3,4,2,5,Cuenca
100,131,24,female,Cuenca,English,1,0,M1,3,3,3,3,3,3,2,Quito
100,131,24,female,Cuenca,English,1,0,F1,4,3,4,4,4,2,4,Cuenca
100,131,24,female,Cuenca,English,1,1,M2,3,3,3,4,4,2,4,Cuenca
100,131,24,female,Cuenca,English,1,1,M1,5,3,4,4,6,3,2,Quito
100,131,24,female,Cuenca,English,1,0,F2,3,4,3,2,2,2,3,Loja
100,132,22,male,Quito,English,1,1,F2,6,6,6,3,2,3,4,Quito
100,132,22,male,Quito,English,1,0,M2,6,3,5,5,5,4,5,Loja
100,132,22,male,Quito,English,1,1,F1,6,5,5,5,5,4,6,Quito
100,132,22,male,Quito,English,1,0,M1,6,6,6,3,1,3,2,Cuenca
100,132,22,male,Quito,English,1,0,F1,6,3,5,5,6,4,6,Quito
100,132,22,male,Quito,English,1,1,M2,6,5,5,5,6,4,5,Loja
100,132,22,male,Quito,English,1,1,M1,6,5,6,5,6,4,3,Cuenca
100,132,22,male,Quito,English,1,0,F2,6,5,5,2,4,3,3,Quito
100,133,30,male,Cuenca,,0,1,F2,6,4,4,4,2,3,2,Loja
100,133,30,male,Cuenca,,0,0,M2,5,3,4,3,3,2,4,Cuenca
100,133,30,male,Cuenca,,0,1,F1,3,3,3,3,1,1,6,Cuenca
100,133,30,male,Cuenca,,0,0,M1,6,6,6,6,6,4,2,Quito
100,133,30,male,Cuenca,,0,0,F1,4,3,3,3,3,1,4,Loja
100,133,30,male,Cuenca,,0,1,M2,5,5,5,5,5,2,3,Cuenca
100,133,30,male,Cuenca,,0,1,M1,5,5,5,5,5,2,1,Cuenca
100,133,30,male,Cuenca,,0,0,F2,3,3,3,3,3,2,3,Cuenca
100,134,28,female,Loja,English,1,1,F2,5,4,4,4,4,3,3,Quito
100,134,28,female,Loja,English,1,0,M2,5,4,4,4,4,3,3,Other
100,134,28,female,Loja,English,1,1,F1,5,4,4,4,4,3,3,Other
100,134,28,female,Loja,English,1,0,M1,5,5,4,4,4,3,2,Loja
100,134,28,female,Loja,English,1,0,F1,5,4,4,4,5,2,3,Other
100,134,28,female,Loja,English,1,1,M2,5,4,4,4,5,3,3,Other
100,134,28,female,Loja,English,1,1,M1,5,5,4,4,4,3,2,Loja
100,134,28,female,Loja,English,1,0,F2,5,4,4,4,4,3,3,Quito
100,135,23,female,Loja,English,1,1,F2,4,5,4,4,4,3,3,Loja
100,135,23,female,Loja,English,1,0,M2,4,5,4,4,3,2,3,Quito
100,135,23,female,Loja,English,1,1,F1,4,4,4,3,4,3,3,Cuenca
100,135,23,female,Loja,English,1,0,M1,4,4,3,4,4,3,2,Quito
100,135,23,female,Loja,English,1,0,F1,4,4,5,4,3,3,3,Quito
100,135,23,female,Loja,English,1,1,M2,4,4,2,3,2,2,3,Cuenca
100,135,23,female,Loja,English,1,1,M1,4,4,4,4,4,3,2,Cuenca
100,135,23,female,Loja,English,1,0,F2,4,3,4,4,4,3,3,Quito
100,136,35,female,Coast,"Portuguese, English",2,1,F2,4,4,4,3,4,2,3,Quito
100,136,35,female,Coast,"Portuguese, English",2,0,M2,4,4,4,3,4,2,3,Loja
100,136,35,female,Coast,"Portuguese, English",2,1,F1,4,4,4,3,4,2,4,Loja
100,136,35,female,Coast,"Portuguese, English",2,0,M1,4,4,4,3,4,3,2,Cuenca
100,136,35,female,Coast,"Portuguese, English",2,0,F1,4,4,4,3,4,2,4,Loja
100,136,35,female,Coast,"Portuguese, English",2,1,M2,4,4,4,3,4,2,3,Loja
100,136,35,female,Coast,"Portuguese, English",2,1,M1,4,4,4,4,4,3,2,Quito
100,136,35,female,Coast,"Portuguese, English",2,0,F2,4,4,4,3,4,3,3,Cuenca
100,137,21,female,Coast,,0,1,F2,2,4,4,4,3,3,3,Quito
100,137,21,female,Coast,,0,0,M2,3,3,2,2,1,1,4,Cuenca
100,137,21,female,Coast,,0,1,F1,3,3,3,3,4,2,4,Other
100,137,21,female,Coast,,0,0,M1,3,3,3,3,3,2,3,Loja
100,137,21,female,Coast,,0,0,F1,3,3,3,3,3,3,4,Other
100,137,21,female,Coast,,0,1,M2,3,4,3,3,2,1,4,Other
100,137,21,female,Coast,,0,1,M1,3,4,3,3,4,3,2,Other
100,137,21,female,Coast,,0,0,F2,3,4,4,3,3,3,3,Loja
100,138,23,male,Loja,,0,1,F2,4,3,3,2,3,2,3,Loja
100,138,23,male,Loja,,0,0,M2,5,4,5,4,5,2,4,Loja
100,138,23,male,Loja,,0,1,F1,4,3,3,4,4,3,4,Loja
100,138,23,male,Loja,,0,0,M1,4,4,3,3,3,2,2,Loja
100,138,23,male,Loja,,0,0,F1,4,3,4,4,5,3,4,Loja
100,138,23,male,Loja,,0,1,M2,4,4,5,4,4,3,3,Loja
100,138,23,male,Loja,,0,1,M1,5,3,3,3,4,2,3,Loja
100,138,23,male,Loja,,0,0,F2,4,4,4,3,4,2,3,Quito
100,139,27,male,Quito,,0,1,F2,3,2,1,2,5,2,1,Loja
100,139,27,male,Quito,,0,0,M2,6,5,4,4,6,3,3,Loja
100,139,27,male,Quito,,0,1,F1,4,5,6,5,6,4,4,Loja
100,139,27,male,Quito,,0,0,M1,6,6,5,4,6,3,2,Loja
100,139,27,male,Quito,,0,0,F1,6,5,3,4,6,2,4,Loja
100,139,27,male,Quito,,0,1,M2,6,5,4,4,6,3,4,Loja
100,139,27,male,Quito,,0,1,M1,5,1,1,4,6,2,3,Loja
100,139,27,male,Quito,,0,0,F2,1,4,5,3,5,2,2,Loja
100,140,24,female,Quito,English,1,1,F2,5,5,5,5,5,2,2,Loja
100,140,24,female,Quito,English,1,0,M2,5,5,5,5,5,3,3,Loja
100,140,24,female,Quito,English,1,1,F1,5,5,5,5,5,3,3,Quito
100,140,24,female,Quito,English,1,0,M1,5,5,5,5,5,3,3,Quito
100,140,24,female,Quito,English,1,0,F1,2,4,5,4,5,2,4,Cuenca
100,140,24,female,Quito,English,1,1,M2,6,6,6,5,6,3,4,Quito
100,140,24,female,Quito,English,1,1,M1,5,5,5,5,5,4,3,Quito
100,140,24,female,Quito,English,1,0,F2,4,5,5,4,4,3,3,Loja
100,141,27,female,Coast,English,1,1,F2,5,4,3,3,4,2,2,Quito
100,141,27,female,Coast,English,1,0,M2,6,5,5,4,5,3,2,Cuenca
100,141,27,female,Coast,English,1,1,F1,5,4,4,5,4,2,3,Other
100,141,27,female,Coast,English,1,0,M1,5,4,3,3,3,2,2,Loja
100,141,27,female,Coast,English,1,0,F1,4,4,4,4,4,3,2,Quito
100,141,27,female,Coast,English,1,1,M2,5,5,5,4,4,3,2,Cuenca
100,141,27,female,Coast,English,1,1,M1,3,4,3,3,3,2,2,Other
100,141,27,female,Coast,English,1,0,F2,3,4,5,3,4,3,2,Cuenca
100,142,23,female,Quito,English,1,1,F2,1,1,1,1,1,3,2,Loja
100,142,23,female,Quito,English,1,0,M2,6,6,6,6,6,4,3,Quito
100,142,23,female,Quito,English,1,1,F1,4,5,4,4,5,2,4,Quito
100,142,23,female,Quito,English,1,0,M1,6,6,6,6,6,3,2,Quito
100,142,23,female,Quito,English,1,0,F1,4,5,5,6,6,2,4,Quito
100,142,23,female,Quito,English,1,1,M2,6,6,6,6,6,3,3,Quito
100,142,23,female,Quito,English,1,1,M1,5,5,5,5,5,4,2,Quito
100,142,23,female,Quito,English,1,0,F2,2,3,4,4,4,3,3,Other
100,143,18,female,Loja,"English, German",2,1,F2,2,6,4,3,4,3,3,Loja
100,143,18,female,Loja,"English, German",2,0,M2,2,3,3,5,4,3,3,Loja
100,143,18,female,Loja,"English, German",2,1,F1,4,4,4,4,4,3,3,Cuenca
100,143,18,female,Loja,"English, German",2,0,M1,3,5,2,3,4,2,1,Quito
100,143,18,female,Loja,"English, German",2,0,F1,4,4,2,4,4,3,3,Cuenca
100,143,18,female,Loja,"English, German",2,1,M2,1,1,3,6,2,3,3,Loja
100,143,18,female,Loja,"English, German",2,1,M1,4,4,4,3,3,3,3,Quito
100,143,18,female,Loja,"English, German",2,0,F2,4,4,3,3,4,3,3,Quito
100,144,21,female,Coast,English,1,1,F2,3,3,3,3,3,3,1,Cuenca
100,144,21,female,Coast,English,1,0,M2,4,4,4,4,4,3,3,Loja
100,144,21,female,Coast,English,1,1,F1,4,4,4,4,4,2,3,Cuenca
100,144,21,female,Coast,English,1,0,M1,4,4,4,4,4,3,2,Cuenca
100,144,21,female,Coast,English,1,0,F1,5,5,5,5,5,2,3,Loja
100,144,21,female,Coast,English,1,1,M2,5,5,5,5,5,2,3,Loja
100,144,21,female,Coast,English,1,1,M1,5,5,5,5,5,3,2,Loja
100,144,21,female,Coast,English,1,0,F2,4,4,4,4,4,3,2,Quito
100,145,25,female,Cuenca,English,1,1,F2,6,4,5,2,2,3,2,Other
100,145,25,female,Cuenca,English,1,0,M2,6,4,5,3,5,2,3,Quito
100,145,25,female,Cuenca,English,1,1,F1,5,5,5,2,3,2,3,Other
100,145,25,female,Cuenca,English,1,0,M1,4,5,6,3,5,3,2,Cuenca
100,145,25,female,Cuenca,English,1,0,F1,5,5,6,5,3,2,5,Other
100,145,25,female,Cuenca,English,1,1,M2,6,5,6,4,4,2,4,Cuenca
100,145,25,female,Cuenca,English,1,1,M1,5,4,6,4,4,3,2,Quito
100,145,25,female,Cuenca,English,1,0,F2,6,5,6,5,4,2,2,Other
100,146,23,male,Loja,English,1,1,F2,5,5,4,4,4,2,3,Loja
100,146,23,male,Loja,English,1,0,M2,6,5,4,4,4,2,4,Loja
100,146,23,male,Loja,English,1,1,F1,5,4,5,4,4,1,5,Loja
100,146,23,male,Loja,English,1,0,M1,5,5,4,4,4,3,3,Loja
100,146,23,male,Loja,English,1,0,F1,5,5,5,3,2,1,5,Loja
100,146,23,male,Loja,English,1,1,M2,5,4,4,3,5,2,4,Loja
100,146,23,male,Loja,English,1,1,M1,5,5,6,5,5,3,3,Loja
100,146,23,male,Loja,English,1,0,F2,4,5,5,3,3,2,3,Loja
100,147,24,male,Cuenca,English,1,1,F2,3,2,1,3,3,3,2,Cuenca
100,147,24,male,Cuenca,English,1,0,M2,1,1,1,4,4,1,4,Cuenca
100,147,24,male,Cuenca,English,1,1,F1,2,1,2,2,2,2,4,Cuenca
100,147,24,male,Cuenca,English,1,0,M1,2,1,2,3,2,2,2,Quito
100,147,24,male,Cuenca,English,1,0,F1,1,1,3,4,4,1,4,Cuenca
100,147,24,male,Cuenca,English,1,1,M2,1,1,2,3,3,2,4,Cuenca
100,147,24,male,Cuenca,English,1,1,M1,2,2,2,3,3,3,2,Cuenca
100,147,24,male,Cuenca,English,1,0,F2,2,2,1,2,3,3,2,Cuenca
100,148,39,male,Cuenca,English,1,1,F2,2,3,3,5,4,2,3,Other
100,148,39,male,Cuenca,English,1,0,M2,3,4,3,4,4,3,4,Loja
100,148,39,male,Cuenca,English,1,1,F1,3,3,3,3,3,2,3,Cuenca
100,148,39,male,Cuenca,English,1,0,M1,4,4,2,4,4,2,3,Cuenca
100,148,39,male,Cuenca,English,1,0,F1,3,2,4,4,2,3,4,Loja
100,148,39,male,Cuenca,English,1,1,M2,4,3,5,5,5,4,4,Quito
100,148,39,male,Cuenca,English,1,1,M1,4,3,4,5,3,4,3,Loja
100,148,39,male,Cuenca,English,1,0,F2,2,3,3,3,3,2,3,Quito
100,149,20,female,Loja,English,1,1,F2,1,4,6,3,2,2,4,Other
100,149,20,female,Loja,English,1,0,M2,5,5,4,3,1,2,5,Cuenca
100,149,20,female,Loja,English,1,1,F1,3,5,3,2,1,1,5,Other
100,149,20,female,Loja,English,1,0,M1,5,4,5,4,4,4,4,Quito
100,149,20,female,Loja,English,1,0,F1,5,4,3,3,1,1,4,Quito
100,149,20,female,Loja,English,1,1,M2,5,5,3,4,3,3,4,Other
100,149,20,female,Loja,English,1,1,M1,4,3,5,4,3,3,3,Other
100,149,20,female,Loja,English,1,0,F2,2,4,4,3,4,2,3,Cuenca
100,150,47,male,Cuenca,"English, Hebrew",2,1,F2,5,4,5,3,4,2,3,Loja
100,150,47,male,Cuenca,"English, Hebrew",2,0,M2,5,5,5,5,5,3,4,Loja
100,150,47,male,Cuenca,"English, Hebrew",2,1,F1,5,5,5,5,5,3,4,Cuenca
100,150,47,male,Cuenca,"English, Hebrew",2,0,M1,5,4,4,4,5,2,3,Quito
100,150,47,male,Cuenca,"English, Hebrew",2,0,F1,6,5,6,5,6,3,4,Cuenca
100,150,47,male,Cuenca,"English, Hebrew",2,1,M2,5,4,5,4,6,2,4,Other
100,150,47,male,Cuenca,"English, Hebrew",2,1,M1,5,3,4,4,5,3,4,Loja
100,150,47,male,Cuenca,"English, Hebrew",2,0,F2,5,4,5,4,4,2,2,Quito
100,151,26,male,Cuenca,English,1,1,F2,4,4,4,4,4,3,2,Quito
100,151,26,male,Cuenca,English,1,0,M2,5,5,6,3,6,3,3,Cuenca
100,151,26,male,Cuenca,English,1,1,F1,5,5,5,5,5,2,4,Loja
100,151,26,male,Cuenca,English,1,0,M1,5,6,6,3,3,3,2,Cuenca
100,151,26,male,Cuenca,English,1,0,F1,3,4,3,3,1,2,4,Cuenca
100,151,26,male,Cuenca,English,1,1,M2,5,5,3,3,3,2,3,Quito
100,151,26,male,Cuenca,English,1,1,M1,3,3,3,3,3,2,3,Quito
100,151,26,male,Cuenca,English,1,0,F2,2,4,3,2,2,1,2,Cuenca
100,152,21,female,Loja,English,1,1,F2,4,4,2,3,3,3,2,Loja
100,152,21,female,Loja,English,1,0,M2,4,5,4,4,5,4,4,Loja
100,152,21,female,Loja,English,1,1,F1,5,5,5,4,4,3,4,Loja
100,152,21,female,Loja,English,1,0,M1,4,1,4,4,5,3,3,Cuenca
100,152,21,female,Loja,English,1,0,F1,5,5,3,4,4,3,4,Quito
100,152,21,female,Loja,English,1,1,M2,5,5,5,4,5,4,4,Loja
100,152,21,female,Loja,English,1,1,M1,4,5,3,4,5,3,2,Other
100,152,21,female,Loja,English,1,0,F2,3,5,3,4,5,3,3,Quito
100,153,19,female,Loja,English,1,1,F2,5,4,4,4,4,3,1,Quito
100,153,19,female,Loja,English,1,0,M2,5,4,4,4,4,3,2,Quito
100,153,19,female,Loja,English,1,1,F1,4,4,4,4,4,2,3,Loja
100,153,19,female,Loja,English,1,0,M1,4,3,3,3,3,2,2,Cuenca
100,153,19,female,Loja,English,1,0,F1,3,4,5,4,4,2,4,Quito
100,153,19,female,Loja,English,1,1,M2,4,4,4,4,4,2,3,Loja
100,153,19,female,Loja,English,1,1,M1,4,4,4,4,4,3,2,Loja
100,153,19,female,Loja,English,1,0,F2,5,5,5,4,4,3,2,Quito
100,154,29,male,Quito,"English, German, Quechua",3,1,F2,4,5,5,4,4,3,4,Cuenca
100,154,29,male,Quito,"English, German, Quechua",3,0,M2,5,5,5,3,3,2,4,Cuenca
100,154,29,male,Quito,"English, German, Quechua",3,1,F1,4,5,4,3,3,2,4,Loja
100,154,29,male,Quito,"English, German, Quechua",3,0,M1,5,4,5,4,4,3,3,Cuenca
100,154,29,male,Quito,"English, German, Quechua",3,0,F1,5,5,5,3,3,2,4,Loja
100,154,29,male,Quito,"English, German, Quechua",3,1,M2,4,4,5,3,4,2,4,Quito
100,154,29,male,Quito,"English, German, Quechua",3,1,M1,4,4,4,4,4,3,2,Loja
100,154,29,male,Quito,"English, German, Quechua",3,0,F2,4,5,5,3,3,3,3,Loja
100,155,26,male,Loja,English,1,1,F2,4,4,4,3,4,3,2,Loja
100,155,26,male,Loja,English,1,0,M2,5,6,6,3,6,3,3,Loja
100,155,26,male,Loja,English,1,1,F1,4,5,2,1,1,2,3,Quito
100,155,26,male,Loja,English,1,0,M1,5,1,3,3,4,2,4,Quito
100,155,26,male,Loja,English,1,0,F1,1,1,1,1,1,1,4,Quito
100,155,26,male,Loja,English,1,1,M2,5,4,4,4,5,3,3,Loja
100,155,26,male,Loja,English,1,1,M1,3,3,2,3,2,3,4,Quito
100,155,26,male,Loja,English,1,0,F2,3,4,3,2,2,2,3,Loja
100,156,20,female,Loja,"English, French",2,1,F2,3,4,3,3,3,2,4,Other
